매장명,주소,전화번호,위도,경도
가재울뉴타운점,"서울특별시 서대문구 가재울미래로 2 , 별동상가동 제1층 106-1호 (남가좌동 , DMC파크뷰자이)",02-303-3112,37.5744019902031,126.917907814167
가재울북가좌초교점,"서울특별시 서대문구 거북골로 184, 1층(북가좌동)",02-303-9002,37.5775870487471,126.910409912481
가좌역점,"서울특별시 서대문구 수색로 34, 1층 (남가좌동)",02-303-8002,37.5695908292518,126.914940261811
명지대점,"서울특별시 서대문구 증가로 150 , 상가동 비306호(남가좌동 , 디엠씨센트럴아이파크)",02-303-0910,37.5780547612815,126.92101916232
명지전문대점,"서울특별시 서대문구 가좌로 146, 1층(홍은동 , 태향빌딩)",02-373-7711,37.5850409072828,126.923795702201
무악재역점,서울 서대문구 통일로 364 (홍제동),02-730-0337,37.5828309658005,126.950359953974
북가좌점,"서울특별시 서대문구 응암로 108 , 1층 (북가좌동)",02-3152-3112,37.5821304189353,126.913332740803
서대문경찰서점,서울 서대문구 통일로 109 (미근동),02-313-5771,37.5647424745974,126.967332073917
서대문역점,서울 서대문구 통일로 147 (냉천동),02-312-2123,37.567319160261,126.964881715041
서울가재울초점,서울 서대문구 모래내로15길 50 (남가좌동),02-375-0714,37.5738767528213,126.919672178823
서울명지초점,서울 서대문구 가좌로 102 (홍은동),02-305-5557,37.5819315923182,126.926805253705
신촌기차역점,서울 서대문구 신촌역로 23 (대현동),02-313-2355,37.5587252126467,126.942449847205
신촌로터리점,"서울 서대문구 신촌로 75 (창천동), 2호 1층(우측전부)",02-332-8394,37.5560882413034,126.934944004562
신촌역점,"서울 서대문구 신촌로 121 (창천동, 아남오피스텔), 103호중 일부(2/3)호",02-365-6051,37.5562057965146,126.939295914138
신촌점,"서울특별시 서대문구 연세로5가길 8-6 , 1~2 (창천동)",02-336-6051,37.557505152443,126.936437946856
아현역점,"서울 서대문구 신촌로35길 10 (북아현동, 이편한세상신촌)",02-364-3330,37.558621696785,126.955860405605
연대서문점,서울 서대문구 연희로10길 83 (연희동),02-6405-5100,37.563927497387,126.933725983084
연세대공학원점,"서울특별시 서대문구 연세로 50 , 지하1층 (신촌동 , 연세대학교 공학원)",070-8691-2666,37.5660508394158,126.943916239886
연희점,"서울특별시 서대문구 연희로 98 , 1~2층",02-332-6771,37.5666191929416,126.931000128114
이대점,"서울특별시 서대문구 이화여대길 24 , 1층 (대현동)",02-313-0910,37.5578996695458,126.945967798608
창천점,"서울특별시 서대문구 신촌로 19, 1층(창천동)",02-322-1009,37.5581628005472,126.929173433416
충정동아점,"서울 서대문구 경기대로 26-20 (충정로3가, 명학하우스)",02-2138-1337,37.5616431133484,126.962691690509
포방터시장점,"서울특별시 서대문구 홍은중앙로 101-1, 1층(홍은동)",02-391-0577,37.5997170705014,126.94842568927
홍은사거리점,"서울 서대문구 홍은동 464, 제상가동 1층 108호",02-379-1003,37.5934132582275,126.941598938105
홍제역점,"서울특별시 서대문구 세무서길 6 , 1층",02-723-6051,37.5882529240035,126.945379523276
홍제인왕사거리점,서울 서대문구 통일로 389-1 (홍제동),02-725-5888,37.5846122547491,126.948319611052
홍제홍은벽산점,"서울특별시 서대문구 홍은중앙로 33, 1층(홍은동)",02-379-3035,37.5944153294494,126.946318358034
서초구청점,"서울 서초구 남부순환로347길 16 (서초동, N PARK)",02-6080-6532,37.485178769282,127.03193212076
신반포역사점,"서울 서초구 신반포로 지하 105 (반포동, 신반포역)",02-6953-9415,37.503413718529,126.995898957444
강남솔라티움시티점,"서울 서초구 강남대로53길 12 (서초동, 솔라티움시티 강남)",02-588-8120,37.4943931800281,127.027705111719
강남애비뉴점,"서울 서초구 서초대로77길 59 (서초동, 강남역 2차 I'PARK)",02-535-1008,37.5022759986541,127.023979346268
강남중앙점,"서울특별시 서초구 서초대로77길 35, 1층 102호(서초동)",02-533-0656,37.5008470038295,127.025273666946
교대법원점,"서울 서초구 서초중앙로26길 10 (서초동, 청향빌딩)",02-533-8677,37.4955255944852,127.01439488442
교대역점,"서울특별시 서초구 서초중앙로 107, 1층 102호(서초동 , 삼화빌딩)",02-597-3365,37.4914514036587,127.013780661249
교대태성점,서울 서초구 서초중앙로22길 45 (서초동),02-588-9049,37.4935343701799,127.016456852934
교보타워사거리점,"서울 서초구 강남대로79길 10 (반포동, 운학빌딩)",02-549-0656,37.5052986651935,127.023211362363
남부터미널역점,서울 서초구 효령로 310 (서초동),02-588-7794,37.4848991053855,127.018335938828
내방역점,"서울특별시 서초구 방배로 141, 1층(방배동 , 텔콤빌딩 내방)",02-522-1005,37.4864215552405,126.994140643577
논현역점,"서울특별시 서초구 사평대로55길 149, 1층(반포동)",02-541-5488,37.5103879807927,127.019805980681
논현중앙점,"서울특별시 서초구 강남대로 523, 1층",02-516-0656,37.5087231568081,127.022052779902
반포KCC점,서울 서초구 주흥길 3 (반포동),02-540-0656,37.5037558735508,127.020793020651
반포고투몰점,"서울특별시 서초구 신반포로 지하 200, G-002호",02-593-8070,37.5062203134857,127.005051680109
반포삼호가든점,"서울 서초구 고무래로 14 (반포동, 베뉴타워)",02-532-0656,37.5032682259853,127.009862749569
방배래미안원페를라점,"서울 서초구 서초대로19길 77 (방배동, 래미안원페를라)",02-6941-0054,37.4912989217014,126.987559323302
방배백석점,서울 서초구 방배로 58 (방배동),02-587-0101,37.479965879262,126.999043969527
방배역점,"서울 서초구 방배로 104 (방배동, 안혜빌딩), 102호,103호",02-525-0656,37.4835684273741,126.996569725506
방배역지하상가점,"서울 서초구 방배로 지하 80 (방배동, 방배역)",02-6953-1050,37.4814364876589,126.997694899327
방배초교입구교차로점,"서울 서초구 서초대로 30 (방배동, 현진빌딩)",02-6941-0051,37.4855355127529,126.985769058743
사당방배점,"서울특별시 서초구 동작대로 44 , 1층 (방배동)",02-2055-1126,37.4803950461226,126.982210676624
사랑의교회점,"서울 서초구 반포대로23길 14 (서초동, 서초동매강빌딩)",02-522-6428,37.4891094080713,127.007981724198
서래마을점,서울 서초구 서래로 37 (반포동),02-6953-8186,37.4983623758958,126.998191849531
서울고점,서울 서초구 효령로46길 5 (서초동),02-6951-0242,37.4833308929846,127.009076139053
서울교대사거리점,"서울 서초구 서초중앙로 72 (서초동, 영빌딩)",02-588-7080,37.4881216800977,127.014931006517
서울서일초점,서울 서초구 남부순환로339길 53 (서초동),,37.4853736750311,127.021492675202
서초3동점,"서울 서초구 반포대로 38 (서초동, 와라빌딩)",02-523-0656,37.4839347653905,127.011931791891
서초검찰청점,"서울 서초구 법원로2길 7-4 (서초동, 동용빌딩)",02-6949-2516,37.494002025208,127.011638252958
서초그랑자이점,서울 서초구 효령로 394 (서초동),02-6958-6467,37.487857639773,127.026893107325
서초브라운스톤점,"서울 서초구 서초대로 334 (서초동, 브라운스톤서초)",02-583-1463,37.4947103651076,127.018290955985
서초샤르망점,"서울 서초구 효령로55길 28 (서초동, 브이 샤르망)",070-8282-6770,37.4861327609484,127.01447946651
서초센트라빌딩점,"서울 서초구 서초대로46길 38 (서초동, 센트라빌딩)",02-6956-8839,37.4908142901613,127.010362150582
서초양재점,"서울 서초구 강남대로 156-2 (양재동, 은성빌딩)",02-577-7751,37.4785756484832,127.03908527404
서초우면점,"서울특별시 서초구 태봉로 70, 1층 103호(우면동 , 우면프라자)",02-577-7703,37.4645381767935,127.025583027818
서초우면중앙점,"서울 서초구 바우뫼로7길 8 (우면동, 우면종합상가)",02-573-2033,37.4708545781298,127.025380680694
서초우성점,"서울 서초구 사임당로 174 (서초동, 강남미래타워), 1층 106호",02-582-5550,37.4923165838485,127.028649677024
양재말죽거리점,"서울 서초구 남부순환로356길 33 (양재동, 광성빌딩)",02-577-6742,37.483559952717,127.038220097756
양재삼호물산점,"서울 서초구 마방로10길 34-2 (양재동, 양재리치빌), 제1층 제101호",02-576-1229,37.4760186837456,127.044171122327
양재시민의숲점,"서울특별시 서초구 동산로 3, 1층(양재동)",02-517-0656,37.4690836448225,127.040285709252
양재역지하상가점,"서울 서초구 남부순환로 지하 2585 (서초동, 양재역)",02-571-6943,37.4839347328908,127.034544193436
양재이마트점,"서울 서초구 매헌로 16 (양재동, 하이브랜드)",02-577-7708,37.462467348157,127.036947909974
양재중앙점,서울 서초구 동산로12길 3 (양재동),02-571-0656,37.4716272775797,127.045290528073
이수경문고점,서울 서초구 동작대로 190 (방배동),02-533-5031,37.4935246688944,126.983114350381
잠원역점,"서울 서초구 잠원로4길 33-2 (잠원동, 잠원동 스타빌딩)",02-2135-1208,37.5128156550848,127.010659840374
청계산입구역점,서울 서초구 청계산로 189 (신원동),02-6951-2269,37.4482583991528,127.055346341681
총신대입구역점,서울 서초구 서초대로1길 12 (방배동),02-6958-8947,37.4872889933835,126.983239113876
함지박사거리점,"서울특별시 서초구 동광로 75, 1층(방배동)",02-3478-1110,37.4930693253348,126.990645299452
금호사거리점,"서울특별시 성동구 독서당로 329, 1층(금호동3가)",02-2233-7717,37.5482750875088,127.025502304004
금호역점,"서울특별시 성동구 장터길 30 , 1층(금호동4가)",02-2282-4344,37.5482172711732,127.019162246303
논골사거리점,"서울특별시 성동구 행당로5길 2, 1층(금호동1가)",02-2282-4536,37.5558285308016,127.024579680966
답십리로데오점,"서울특별시 성동구 용답중앙15길 12 , 1층(용답동)",02-2213-9952,37.5643810131913,127.053782098554
도선사거리점,"서울특별시 성동구 고산자로 293, 1층 105호(홍익동)",02-2292-9992,37.5658353870174,127.036058755483
뚝섬역점,"서울특별시 성동구 상원길 38-1 , 1층 (성수동1가)",02-461-6888,37.5473961667075,127.048714191464
마장역점,"서울특별시 성동구 마장로 301, 1층(마장동)",02-2281-9998,37.5664345678076,127.043000079792
무학여고점,"서울 성동구 고산자로 202 (행당동, 무학예식장)",02-2281-2677,37.5582463351006,127.034407119247
상왕십리역점,서울 성동구 왕십리로 359 (하왕십리동),02-6949-0656,37.5639438112251,127.030029772791
서울숲공원점,"서울 성동구 서울숲2길 32-14 (성수동1가, 갤러리아 포레)",02-6951-4444,37.5456773286722,127.042914714267
서울숲리버뷰자이점,"서울 성동구 고산자로2길 67 (행당동, 서울숲리버뷰자이(상가1동))",02-6952-4754,37.5562971782791,127.038027471937
서울숲리버포레점,서울 성동구 왕십리로 135 (성수동1가),02-453-3555,37.549370552649,127.043814562902
서울숲역점,서울 성동구 왕십리로 94 (성수동1가),02-2135-1024,37.5458760484671,127.044960967036
성수경일고점,"서울 성동구 뚝섬로1길 25 (성수동1가, 서울숲 한라에코밸리)",02-499-3466,37.5436380420167,127.046396018851
성수도서관점,서울 성동구 뚝섬로1길 55-1 (성수동1가),02-498-0616,37.5461846166319,127.047552275032
성수동가죽거리점,서울 성동구 연무장7길 8-1 (성수동2가),02-461-1005,37.543410434517,127.054644548738
성수뚝도점,서울 성동구 뚝섬로 399 (성수동2가),02-466-9995,37.5389508213063,127.055086193668
성수롯데캐슬점,"서울 성동구 아차산로7길 7 (성수동2가, 동진빌딩)",02-6958-7679,37.5459871942742,127.054270741555
성수역점,"서울특별시 성동구 아차산로 113 , 104호 (성수동2가, 삼진빌딩)",02-499-1025,37.5446930967018,127.056933860698
성수일로점,"서울특별시 성동구 성수일로 39, 1층 (성수동1가)",02-461-5455,37.5442368591975,127.049255852172
성수지구대점,"서울 성동구 성수일로12길 26 (성수동2가, 서울숲 코리아IT센터)",02-464-6720,37.5478797810661,127.053792307183
소월아트홀점,"서울 성동구 왕십리로 289 (행당동, 대영빌딩)",02-2299-0656,37.5599551073281,127.03611239838
신금호역점,"서울 성동구 금호산길 71 (금호동2가), 1층",02-2233-2009,37.5545554514075,127.019601957921
옥수역점,서울 성동구 한림말5길 9 (옥수동),02-2298-5888,37.542011560152,127.016716439007
왕십리렉스점,"서울특별시 성동구 왕십리로 336, 1층",02-2282-5679,37.5631509953645,127.032846176643
왕십리점,"서울특별시 성동구 마조로1길 42 , (행당동)1층(행당동)",070-4117-1943,37.5611224634964,127.039415497521
응봉현대점,"서울 성동구 독서당로 381 (응봉동, 현대종합상가)",02-6949-0381,37.5501947813107,127.030692950226
장한평자동차거리점,"서울 성동구 천호대로 426 (용답동, 장호빌딩)",02-2212-1229,37.5608945885496,127.066228887268
한양대역점,"서울 성동구 왕십리로 206 (행당동, 한양대역)",02-2299-8990,37.55557788354,127.043584493543
행당역점,"서울특별시 성동구 행당로 105 , 1층 (행당동)",02-2299-3337,37.5579987975552,127.030601874347
화양사거리점,"서울특별시 성동구 광나루로 337, 1층(송정동)",02-449-5898,37.5485118802394,127.067234924413
황학사거리점,"서울특별시 성동구 왕십리로 410, 센트라스 아이동 157호(하왕십리동 , 센트라스)",02-2282-6777,37.5666029325047,127.024082467223
성북구청사거리점,"서울 성북구 동소문로 69 (동소문동4가, 동문빌딩)",02-921-3123,37.5919508129357,127.012930594341
성북구청점,"서울특별시 성북구 보문로 161, 1층 (삼선동5가)",02-929-0408,37.5887461599019,127.016565201879
고대점,서울특별시 성북구 고려대로27길 15,02-924-7290,37.5869988103196,127.029712615922
길음뉴타운점,"서울특별시 성북구 길음로 33 , 가비동 제지2층11호 (길음동 ,길음뉴타운)",02-909-1123,37.6050832927232,127.022078590713
길음동부점,서울 성북구 삼양로 62 (길음동),02-6958-8439,37.6086311462094,127.023347403478
길음두산위브점,"서울 성북구 길음로13길 22 (길음동, 길음7구역 두산위브아파트)",02-943-0688,37.6094680215088,127.019141594884
길음역롯데캐슬점,"서울 성북구 길음로 11 (길음동, 길음역롯데캐슬트윈골드아파트)",02-942-1008,37.603785604914,127.023437392228
돈암한신점,"서울특별시 성북구 성북로4길 52, 제상가417동 제1층 제1101호(돈암동 , 한신한진아파트)",02-928-1253,37.5944725333435,127.012706037821
돌곶이역점,"서울 성북구 돌곶이로 66 (석관동), 1층",070-7576-3510,37.6095865178842,127.058522204433
동소문점,"서울특별시 성북구 아리랑로 14 , 1층",02-922-2299,37.5939685144971,127.016393681123
미아현대점,"서울특별시 성북구 동소문로 309, 1층 101호(길음동)",070-8671-3370,37.6077288244653,127.028583351858
번동중앙점,"서울특별시 성북구 월계로40길 7 , (장위동, 센트럴타운)",02-942-8887,37.6229729783825,127.048309344122
보문역점,"서울특별시 성북구 보문로 124, 1층 1 ,2호(보문동1가)",02-929-1003,37.5861234210272,127.01920207553
북서울꿈의숲점,"서울 성북구 돌곶이로 220 (장위동, 꿈의숲코오롱하늘채아파트), 상가104동 107호",02-912-8982,37.6190182162561,127.046432738992
북한산정릉점,"서울특별시 성북구 보국문로 167, 1층 (정릉동)",02-943-8255,37.6166861195907,127.001842160026
서울정덕초점,"서울 성북구 아리랑로5길 1 (동소문동7가, 꿈터)",02-6953-0335,37.5963473020524,127.015121551747
석계중앙점,"서울 성북구 한천로78길 71 (석관동, 선우빌딩)",02-959-9396,37.6135480393122,127.064964215616
석관점,"서울특별시 성북구 돌곶이로 27 , 1층 (석관동)",02-960-7707,37.6068202200492,127.060993441804
석관지구대사거리점,서울 성북구 돌곶이로22길 79 (석관동),02-6956-1502,37.6110433726935,127.062134449277
성북보문점,서울 성북구 보문로 88 (보문동4가),02-929-9616,37.5831760879577,127.020821429717
성북세무서점,서울 성북구 삼선교로16길 1 (삼선동3가),02-766-2655,37.5882741872766,127.010581485936
성신여대점,"서울특별시 성북구 동소문로22길 47, 1층(동선동1가)",02-929-3565,37.5910334959793,127.018475399155
월곡동아점,서울 성북구 장월로1길 47 (상월곡동),02-6949-1817,37.6062427537073,127.045693313065
월곡두산점,"서울특별시 성북구 하월곡동 222, 두산위브아파트 상가 106호",02-941-4501,37.607033098723,127.038365407563
월곡역점,"서울특별시 성북구 화랑로13길 7 , (하월곡동)",02-943-8640,37.6037780181046,127.042525659024
월곡이마트점,"서울특별시 성북구 종암로 167, 1층(하월곡동)",02-909-1002,37.6050371568783,127.030928150119
월곡점,"서울 성북구 오패산로 98 (하월곡동, 로만플라자), 지1층 B106호",02-917-5530,37.6108634286384,127.035639686915
장위뉴타운점,"서울 성북구 돌곶이로40길 46 (장위동), 상가2동 지하1층 1호",02-942-7388,37.6198223851288,127.049660439134
장위자이레디언트점,"서울 성북구 돌곶이로 105 (장위동, 홍영빌딩)",02-911-0688,37.6122632109001,127.055273191151
장위전통시장점,서울 성북구 화랑로25길 15 (상월곡동),02-909-1009,37.6092358190325,127.052055646957
장위점,"서울특별시 성북구 장위로 56 , 1층 (장위동)",02-909-2015,37.6138542297912,127.042784423228
정릉뉴타운점,"서울특별시 성북구 정릉로 307, 상가동 지하1층 비122호(정릉동 , 길음뉴타운 10단지)",02-909-1005,37.6032285064084,127.017866208389
정릉보국문점,서울 성북구 보국문로 77 (정릉동),02-909-1008,37.6111423965072,127.008614267602
정릉시장점,"서울특별시 성북구 보국문로 36 , 1층 (정릉동)",02-941-6860,37.6076684801093,127.010490006781
정릉아리랑점,"서울특별시 성북구 북악산로 850 , 1층 (정릉동)",02-943-0222,37.5989743083452,127.018391074187
정릉역점,"서울특별시 성북구 아리랑로19가길 4, 102호(정릉동)",02-909-5209,37.6023714793979,127.011356262128
정릉중앙점,"서울 성북구 솔샘로 33 (정릉동, 아이콘스타)",02-943-8417,37.6104982170453,127.005011383603
종암사거리점,"서울특별시 성북구 종암로27길 13, 1층 103 ,104호(종암동 , 도원프라자)",02-928-3035,37.6026385846379,127.031444006401
종암점,"서울 성북구 종암로 98 (종암동), 1,2,3층",02-942-5565,37.5989882027039,127.03472335154
하월곡동점,"서울 성북구 오패산로3길 3 (하월곡동, 홍진빌딩)",02-943-1003,37.6036857698286,127.036860908839
한성대입구역점,"서울특별시 성북구 동소문동 1가 27, 1층",02-742-8226,37.589091831376,127.00705172149
송파구청점,"서울 송파구 오금로 99 (방이동, 진넥스레이크뷰)",02-6951-0654,37.5134253438291,127.107859637743
가든파이브라이프점,"서울 송파구 충민로 66 (문정동, 가든파이브라이프)",02-403-9333,37.4776148442516,127.124961768886
가락몰점,"서울특별시 송파구 양재대로 932, 업무동 1층 로비(가락동 , 가락동 농수산물도매시장)",070-4924-0520,37.4945376921828,127.108713599026
가락시장역점,"서울특별시 송파구 중대로9길 21 , 1층 (가락동, 센터빌딩)",02-6486-0077,37.4950451970127,127.118939895855
가락중앙점,"서울특별시 송파구 동남로 209, 1층 (가락동)",02-406-6782,37.496200793204,127.131064088063
개롱근린공원점,"서울 송파구 오금로44길 47 (가락동, 동궁리치웰아파트)",02-407-1119,37.494002900406,127.132658979323
개롱역점,"서울 송파구 오금로 407 (오금동, 상아아파트)",02-443-9855,37.4986413987929,127.136586683882
거여역점,"서울특별시 송파구 오금로 504 , 1층 (거여동 , 하나메디칼크리닉)",02-402-2002,37.4928541028823,127.144647366813
거여현대점,서울 송파구 거마로 28 (거여동),02-400-7097,37.4954101353037,127.145700119839
마천성내2교점,"서울 송파구 마천로 240 (마천동, 석일빌딩)",02-6958-7018,37.4995299516986,127.144036671537
마천역점,"서울특별시 송파구 마천로57길 3, 1층 (마천동)",02-6949-5757,37.4944110617439,127.151742363448
몽촌토성역점,"서울 송파구 올림픽로 378 (방이동, 세민빌딩)",02-6952-1603,37.5169764449194,127.112141746672
문정BK타워점,"서울 송파구 법원로11길 28 (문정동, 비케이타워)",02-443-8883,37.485629915102,127.11625238203
문정로데오점,"서울특별시 송파구 중대로12길 35, 1층(가락동)",02-3401-8285,37.4920155636208,127.125471424252
문정법조타운점,"서울 송파구 송파대로 167 (문정동, 문정역테라타워)",02-2054-8777,37.4846614982049,127.120933640924
문정아이파크점,"서울특별시 송파구 문정동 652-5, 32-2호",02-408-2228,37.4822775609034,127.122121028658
문정중앙점,"서울특별시 송파구 새말로 134, 1층 101호 , 102호(문정동)",02-400-9729,37.4829769123873,127.128833865415
문정테라타워점,"서울특별시 송파구 송파대로 201 , (문정동)A-132호(문정동)",02-881-5135,37.4877387829749,127.120685887596
방이역1번출구점,"서울 송파구 마천로5길 6 (오금동, 가송빌딩)",02-403-1760,37.5088902065429,127.12683868961
방이역점,"서울특별시 송파구 마천로 23, 1층(방이동)",02-422-0656,37.5097564849901,127.123730466666
방이오금점,"서울특별시 송파구 마천로 84, 1층 (오금동)",02-409-3365,37.5070373759788,127.129336312381
방이전통시장점,"서울 송파구 가락로 243 (방이동, 황옥민산부인과)",02-423-7298,37.5099524137901,127.117866205062
삼전강철병원점,"서울 송파구 백제고분로 252 (삼전동, SH타워)",02-6287-5600,37.5023455834177,127.094296838722
삼전역점,"서울특별시 송파구 백제고분로 198, 1층 101 ,102호(삼전동)",02-3432-3433,37.5039376838599,127.088561618297
서울교통회관점,"서울 송파구 올림픽로 319 (신천동, 사단법인 서울특별시 교통회관)",02-418-1002,37.5156313294847,127.105600888814
서울풍납점,"서울특별시 송파구 토성로 59 , 1층 (풍납동 , 선일빌딩)",02-429-3210,37.5291725208297,127.116768838909
석촌고분역점,"서울특별시 송파구 백제고분로 279, 1층(석촌동)",02-419-1777,37.5027264915884,127.097668980012
석촌점,"서울특별시 송파구 백제고분로41길 6 , 1층 (송파동)",02-420-7911,37.5068022932493,127.108590911972
석촌한솔점,서울 송파구 백제고분로 354 (석촌동),02-421-0656,37.5042470428249,127.105610298639
석촌호수사거리점,"서울 송파구 송파대로 474 (송파동), 1층",02-425-0656,37.5085531022072,127.104623098954
석촌호수점,"서울특별시 송파구 석촌호수로 188, 1층 106호(석촌동)",02-422-8880,37.5062374063678,127.09803366099
송리단길점,"서울 송파구 백제고분로45길 40 (송파동, 트윈레이크팰리스빌)",02-422-1624,37.5110090071118,127.10749128008
송파거여마을점,"서울 송파구 양산로 12 (거여동, 세신거여훼미리타운)",02-407-1003,37.489911262721,127.143590440057
송파경찰병원점,서울 송파구 송이로 101 (가락동),02-448-1008,37.4973686903641,127.121528265045
송파나루역점,"서울특별시 송파구 백제고분로 464, 1층(방이동 , 대륙빌딩)",02-421-3365,37.5117125597098,127.113413226614
송파레이크파크점,"서울특별시 송파구 위례송파로 80 , (거여동, 송파레이크파크호반써밋Ⅱ)",02-431-7771,37.4849416151691,127.141918054498
송파문정공원점,"서울 송파구 송이로 239 (문정동, 도은빌딩)",02-409-1202,37.4880493688611,127.131727143881
송파시그니처점,"서울 송파구 마천로 273-1 (마천동), 1층",02-400-7580,37.4976916925133,127.147274412953
송파역점,"서울특별시 송파구 송파대로 345, 1A동 1층(가락동 , 헬리오시티)",02-430-1017,37.4976145695004,127.102531804188
송파오금사거리점,"서울 송파구 동남로 312 (오금동, 더뷰21), 102호",02-431-9409,37.5031451513819,127.138531853702
송파파인타운점,"서울특별시 송파구 충민로2길 28, 1층 (장지동)",02-406-1777,37.4771576631775,127.127416903996
송파풍납시장점,서울 송파구 바람드리길 55 (풍납동),02-470-0321,37.5371705168014,127.121945051093
송파한양점,"서울특별시 송파구 가락로 168, 1층 105 ,106호(송파동 , 부성빌딩)",02-415-4536,37.5037842426424,127.114087155439
송파해누리초점,서울 송파구 석촌동 253-5,02-6953-0676,37.4990562112232,127.102805865402
오금역점,"서울특별시 송파구 오금로 306, 1층 113호(가락동 , 가락스타클래스)",010-7157-5661,37.5028743435851,127.126114097948
올림픽공원역점,"서울 송파구 양재대로 1222 (방이동, 올림픽프라자)",02-407-1009,37.5157276361757,127.131063164753
위례광장점,"서울 송파구 위례광장로 193 (장지동, 대길프라자)",02-400-4050,37.4817394651186,127.142191034933
위례와이즈더샵점,"서울특별시 송파구 위례광장로 270, 1층 102호(장지동 , 송파와이즈더샵)",02-401-3251,37.4770954347659,127.14372351448
잠실나루역점,"서울특별시 송파구 올림픽로37길 130 , (신천동, 파크리오)",02-6952-6660,37.5208819816451,127.104421421949
잠실레이크팰리스점,"서울특별시 송파구 석촌호수로 140, 잠실레이크타워 1층",02-423-3365,37.5070165510727,127.092502611525
잠실롯데월드점,"서울 송파구 올림픽로 240 (잠실동, 롯데월드)",,37.5113096112036,127.098141751177
잠실본동점,서울 송파구 백제고분로12길 4 (잠실동),02-422-2689,37.5059019650687,127.081030674331
잠실새내역점,"서울특별시 송파구 백제고분로7길 58, 1층(잠실동)",02-421-2221,37.5106737756287,127.085254901041
잠실잠전초점,서울 송파구 백제고분로11길 35 (잠실동),02-422-5002,37.5084416337197,127.083352243348
잠실장미점,"서울특별시 송파구 올림픽로35길 104, 장미상가A동 106호",02-422-1341,37.5198173607856,127.099297662181
잠실지하상가점,"서울특별시 송파구 올림픽로 지하 265, 잠실역지하도상가 B-18-20호",02-422-9747,37.513859279255,127.101857941447
잠실초점,"서울 송파구 올림픽로35길 10 (신천동, 파크리오)",02-6941-0656,37.5203136784994,127.113265160573
잠실트리지움점,"서울 송파구 삼전로13길 22 (잠실동), 1층",02-415-6947,37.5075264,127.0883895
종합운동장점,"서울 송파구 올림픽로8길 11 (잠실동, 이루안 빌딩)",02-425-2221,37.5108196817942,127.080321952617
한성백제역점,"서울 송파구 백제고분로 497 (방이동, 효성올림픽카운티)",02-420-7542,37.5148889925719,127.114590891857
양천구청점,"서울특별시 양천구 목동서로 389, 1층 104호(신정동 , 테마프라자)",02-2642-8087,37.5157806966376,126.861199902538
곰달래사거리점,"서울 양천구 월정로 127 (신월동), 1층",02-2699-1916,37.5304121194462,126.83790163027
등촌아이파크점,"서울 양천구 등촌로 180 (목동), 1층",02-2061-9489,37.5456533733203,126.862739051043
등촌역사거리점,서울 양천구 등촌로 234 (목동),02-6925-3858,37.5504255216724,126.864308395608
등촌역점,"서울특별시 양천구 목동중앙북로7길 10, 지상1층(목동)",02-2652-5820,37.5483774100372,126.86735403192
목2동점,"서울특별시 양천구 목동중앙본로 116, 1층 제2호(목동)",02-2061-0627,37.5457904408701,126.871405962439
목동14단지점,"서울 양천구 목동동로8길 23 (신정동, 메리트윈), 102호",02-2647-1318,37.5168554302245,126.871486510512
목동3단지점,"서울 양천구 목동중앙로 43 (목동, 목동 글로리파크)",02-2643-1007,37.5335410020886,126.869525224448
목동굿모닝탑점,"서울 양천구 목동서로 221 (목동, 굿모닝탑)",02-2652-7133,37.5275897845611,126.870986158611
목동센트럴아이파크점,서울 양천구 신월로10길 22 (신월동),02-2605-0656,37.5153098798228,126.840876246555
목동시장점,"서울특별시 양천구 목동중앙남로11길 8 , 1층(목동)",02-2649-5649,37.5394128347798,126.865523774327
목동신트리공원점,"서울 양천구 신정로 312 (신정동, 뉴프라자)",02-2602-6858,37.5132800705293,126.855504942568
목동역점,"서울특별시 양천구 오목로 232 , 04호(보성팰리스)",02-2602-8855,37.5257642505039,126.863206293208
목동우성점,"서울특별시 양천구 목동남로4길 2, 1층",02-2646-9333,37.508287498257,126.864535471682
목동월촌중점,"서울 양천구 목동서로 37 (목동, 하이베라스), 1층 107호",02-2649-5257,37.5374776528581,126.88167161741
목동중앙점,"서울 양천구 목동서로 287 (신정동, 동문비젼오피스텔)",02-2648-2888,37.5215174537183,126.869076255667
목동트라팰리스점,서울 양천구 목동서로 246 (목동),02-2645-5158,37.5257513119758,126.869528837
목동트윈빌점,"서울 양천구 목동서로 133-2 (목동, 목동하나프라자)",02-2654-3997,37.5316029751694,126.875987719154
목동파라곤점,"서울특별시 양천구 목동서로 155 , 1층 (목동 , 목동파라곤)",02-2644-1588,37.5299956155624,126.875071951863
목동파리공원점,"서울특별시 양천구 목동서로 65 , 112호(목동가든스위트)",02-2644-0121,37.5361251512716,126.878730311055
목동호반써밋점,서울 양천구 중앙로 235 (신정동),02-6956-5282,37.5173747803726,126.853830060932
서서울호수공원점,서울 양천구 남부순환로 432 (신월동),02-2690-6011,37.5293125937808,126.832390323784
서울강서고점,서울 양천구 목동중앙남로 20 (목동),02-6956-1053,37.5359152377805,126.868235888087
신곡시장점,"서울특별시 양천구 신월로 175 , 1층 (신월동)",02-2607-0201,37.5188434986601,126.842539608321
신목점,"서울특별시 양천구 목동중앙로 97, 1층 (목동)",02-2644-5206,37.5378165389603,126.872597966008
