지역,매장명,주소,전화번호,위도,경도
서울특별시,창동에이치큐브병원점,서울특별시 도봉구 도봉로 604,미등록,37.6583143285943,127.041034393222
인천광역시,인천석남역점,인천광역시 서구 가정로 237-1,070-5208-7888,37.5061438893972,126.671991523613
강원도,강릉남산초교점,강원도 강릉시 남부로 125번길 26,070-8815-4566,37.7442670491925,128.893089590129
경상북도,의성도리원,경상북도 의성군 봉양면 도리원1길 63-1,미등록,36.29981865726,128.580450931575
제주도,제주애월항점,제주특별자치도 제주시 애월읍 애월로13길 54-1,070-8822-9999,33.4658836548308,126.322240514283
인천광역시,인천삼산미래타운점,인천 부평구 부평북로 442 삼산프라자 1층 103호,070-5001-0100,37.5217105321757,126.742499070075
경기도,과천디테크타워점,경기도 과천시 과천대로7길 33,02-6390-6040,37.4137969768203,126.977169450381
한국,안산반달섬점,"경기도 안산시 단원구 시화호수로 623, 131호",미등록,37.3033984375029,126.737219943903
서울특별시,방학사거리,서울시 도봉구 도봉로 679,02-6958-7770,37.6650950531538,127.04247889907
경상남도,양산석산점,경상남도 양산시 동면 석산리 1449-6,미등록,35.3198988443635,129.025296152451
서울특별시,상봉이지팰리스점,"서울특별시 중랑구 망우로316, 1층 104호",02-6952-4836,37.5965223858128,127.087565034141
경기도,부천중동시장점,"경기도 부천시 원미구 부흥로 199, 1층",070-5222-8700,37.4962514238091,126.765007614716
경기도,병점역복합타운점,경기도 화성시 병점노을5로 26,031-222-9764,37.2061604408228,127.031203848727
서울특별시,구로구청점,서울특별시 구로구 구로동 431-3,미등록,37.4939614104821,126.885750703895
충청남도,천안삼거리점,충청남도 천안시 동남구 충절로 369,070-5222-8080,36.7873291109051,127.16664975645
전라북도,전주혁신1호점,전북특별자치도 전주시 덕진구 기지로 77,063-222-7798,35.8388252540802,127.059182062214
인천광역시,부평북부역점,인천광역시 부평구 경원대로 1366,032-501-7665,37.4909877488855,126.720636000362
경기도,경기광주능평점,경기도 광주시 능평로 55,031-711-0527,37.3525497173502,127.165262024167
제주도,제주송악산점,제주 서귀포시 대정읍 형제해안로 316,064-792-6171,33.2071789939086,126.290321951917
경기도,구리한양대병원점,경기 구리시 경춘로 167 구리수아주퍼스트 1층 102호,0503-5260-8018,37.6009367677435,127.13395941153
경기도,오산원동롯데캐슬점,"경기도 오산시 원당로 35, 오산롯데캐슬스카이파 상가2동 102호",070-4070-0006,37.1410895478176,127.093383286482
인천광역시,인천서부여성회관점,인천광역시 서구 서달로11번길 2,032-213-5678,37.4995876605184,126.677885766758
경기도,하남신장동일점,경기도 하남시 대청로59번길 24,070-5222-7575,37.5417789258405,127.219349755002
서울특별시,강남을지논현점,서울특별시 강남구 논현동 64-8,070-4333-0808,37.5192940209755,127.031180612879
전라남도,순천용당점,전라남도 순천시 용당동 564-5,미등록,34.9731941298367,127.493240126928
경상북도,문경새재점,경상북도 문경시 문경읍 상초리 288-55,010-5959-7899,36.7603348765411,128.077210510071
대구광역시,대구수성범어w점,대구광역시 수성구 달구벌대로 2436,070-7575-0062,35.8583856427031,128.628303515435
세종특별자치시,세종고대점,"세종특별자치시 조치원읍 내창3길 24, 1층 101호",070-4175-2397,36.6084202532173,127.289259354796
서울특별시,중랑신내프라디움점,서울시 중랑구 망우동 584 시티원스퀘어,070-4792-4200,37.6107683201488,127.102113638691
경기도,안양평촌센텀퍼스트점,"경기도 안양시 동안구 갈산로 15, 평촌센텀퍼스트 단지내 상가 A동 121호",031-427-7487,37.3721324859263,126.960851363502
경기도,시흥신천역점,경기도 시흥시 신천로80번길 1,070-7575-2525,37.4374678957852,126.786436563757
세종특별자치시,세종홍대점,세종특별자치시 조치원읍 신안리 445-6,070-8657-2018,36.6188778680243,127.285447176197
경기도,안성공도진사점,경기도 안성시 공도읍 진사길 10,070-4833-3207,36.9929711236992,127.137922549955
경기도,빽다방 빵연구소 용인보라점,경기 용인시 기흥구 한보라2로 5-5,031-275-8354,37.2545942027667,127.110206577964
경상북도,구미봉곡점,경상북도 구미시 봉곡남로 68,054-441-1110,36.1487219907085,128.309631856062
제주도,제주용문마을회관점,제주특별자치도 제주시 용문로 128,064-753-0001,33.5061474564655,126.508885743619
서울특별시,대치사거리점,서울특별시 강남구 삼성로 345,070-4151-3080,37.5023041131974,127.058719968704
경기도,하남감일월드점,경기도 하남시 감일백제로 161,070-7698-6789,37.5070829363321,127.15565288801
강원도,원주공군비행단점,강원특별자치도 원주시 소초면 의관리 542-5 청나래 복지센터 2층,033-735-8820,37.4291824634204,127.962661670822
대구광역시,대구파동나이스점,"대구광역시 수성구 파동로 96, A동 1층",053-716-7259,35.8123650288497,128.617703656737
대구광역시,대구경북예고점,대구광역시 남구 대명동 1805-25,053-213-9969,35.8561608779765,128.588449025077
서울특별시,이대점,서울특별시 서대문구 이화여대길 28,070-7777-9020,37.5581472481963,126.945934232495
서울특별시,한예종석관점,서울특별시 성북구 화랑로32길 149,02-963-2925,37.6045057939314,127.060396775544
경기도,파주오산리점,경기도 파주시 조리읍 등원로 373,070-4530-0730,37.7745309605415,126.833547452788
경기도,남양주도농애시앙점,경기도 남양주시 도농로24 부영애시앙 원앙관 1층,미등록,37.6082044738715,127.157753794985
서울특별시,잠실방이점,"서울시 송파구 올림픽로 350, 1층 101호",02-424-0410,37.5160249613599,127.10928386151
강원도,속초중앙시장점,강원특별자치도 속초시 중앙시장로6길 44,070-8899-5504,38.2036694856252,128.590085975543
전라북도,전북무주점,전북특별자치도 무주군 무주읍 단천로 95,063-322-0763,36.0079147342147,127.661478791416
경기도,안산초지매매단지점,경기도 안산시 단원구 원포공원2로 24,070-8680-1079,37.3010877911152,126.81211818962
부산광역시,부산광안역점,"부산광역시 수영구 광안동 744-15, 1층",070-7701-7770,35.1569627939904,129.112750265744
경기도,동탄서연점,"경기도 화성시 동탄대로4길 47, 1층 106호",070-5222-3433,37.1617997319202,127.111259926852
경기도,광주회덕점,"경기도 광주시 회덕동 274-4, 1층 101호",미등록,37.4264150233402,127.242669446517
충청남도,아산선문대점,충청남도 아산시 탕정면 탕정면로 117,041-541-4836,36.8023159376325,127.068192875682
인천광역시,인천연수영남점,인천 연수구 새말로107번길 15,032-818-0360,37.4193058386703,126.681085427364
경상남도,삼천포점,경상남도 사천시 벌리동 258-10,055-833-0740,34.9395999900007,128.086773330104
제주도,서귀포호근동희망점,제주특별자치도 서귀포시 호근동 807-2,064-900-0566,33.2618348896798,126.536719366789
서울특별시,수유사거리점,서울 강북구 수유동 7-4 1층,070-4799-0240,37.6360730695274,127.022836640528
충청북도,청주방서호반우미린점,충청북도 청주시 상당구 동남로 20,070-7840-2515,36.6017298114099,127.507770042073
경기도,수원탑동초교점,경기도 수원시 권선구 금호로 220,031-8019-8977,37.2750059374128,126.97410127462
부산광역시,부산거제레이카운티점,"부산시 연제구 아시아드대로 39, 상가동 2단지 1층 120호",070-8287-2918,35.1899959215514,129.066108752828
전라북도,전주마전점,전라북도 전주시 완산구 홍산로 375,063-715-2288,35.8273138988147,127.105627207902
경기도,남양주진접제일점,"경기도 남양주시 진접읍 금강로 1529, 1층",031-527-8481,37.7271966073666,127.192321929489
경기도,인덕원벌말점,경기도 안양시 동안구 평촌동 68-14,070-8666-1356,37.3941567693252,126.977031196416
부산광역시,부산연산시장점,부산광역시 연제구 중앙천로2번길 3,051-867-3006,35.1751928750611,129.084489188292
충청남도,대천해수욕장점,충남 보령시 해수욕장4길 66,미등록,36.308094988996,126.515488684406
경기도,용인고진초교점,경기도 용인시 처인구 고림동 1014 상가동 1층 5호,031-333-1854,37.2489418488789,127.220397257292
경기도,구리장자호수공원점,경기도 구리시 장자대로86번길 18 (수택동),031-568-7232,37.5867476896729,127.13978646786
충청남도,아산터미널점,충남 아산시 모종동 557-15 1층,041-531-1008,36.7846974424228,127.013925184506
경기도,송탄출장소점,경기도 평택시 특구로 19,031-662-0766,37.0673107495263,127.06311706956
대구광역시,대구경대해링턴점,대구 동구 경대로 126 308동 1층,0507-2093-2787,35.888901017855,128.617457947447
서울특별시,대흥역점,"서울 마포구 대흥로 79 , 1층",02-715-0102,37.5474840418503,126.941248796199
강원도,영월중앙점,강원특별자치도 영월군 영월읍 중앙로 36,033-373-0108,37.1833144081307,128.467582835488
서울특별시,오목교중앙점,서울특별시 양천구 목동동로12길 45,02-2061-4409,37.5225865099354,126.876366110642
서울특별시,신상도초교점,"서울시 동작구 양녕로 183, 1층",미등록,37.4977333331704,126.943170227346
인천광역시,인천청천그랑힐스점,인천광역시 부평구 산청로 97,070-8657-3867,37.5190073416627,126.700963642402
서울특별시,반포원베일리스퀘어점,서울특별시 서초구 반포대로 291 (반포동) 1층 B101호,02-6404-5565,37.5049020694443,126.999480997797
제주도,제주한림점,제주특별자치도 제주시 한림읍 한림중앙로 72,064-796-0166,33.4082302472337,126.266340343146
서울특별시,석계역문화공원점,서울 노원구 석계로3길 3,미등록,37.6155596617944,127.064332704491
대전광역시,대전탄방이편한세상점,대전광역시 서구 탄방동 86-3 정인빌딩 1층,042-487-1095,36.3416416903045,127.393303238871
경기도,안양예술사거리점,"경기도 안양시 만안구 경수대로 1173, 1층 101호",031-471-1002,37.4151150617965,126.917477745357
서울특별시,노원역북부점,"서울 노원구 상계로3길 21 (상계동, 화일빌딩) 1층 101호",02-2138-2405,37.6572141183604,127.062275580083
경기도,광명티아모IT타워점,"경기기 광명시 하안동 304, 1층 111호",02-899-9355,,
대전광역시,대전용문역점,대전 서구 도산로 372,070-8806-0304,36.3373428949612,127.392372502201
서울특별시,오류동역북부점,서울특별시 구로구 오류동 55-51,02-2616-3442,37.4961542358637,126.844719678068
대구광역시,대구수성구청역점,대구 수성구 범어동 221-8 1층,053-751-3579,35.8592590676845,128.638235011275
경기도,남양주도심역점,"경기도 남양주시 와부읍 덕소로 244, 1층 일부",031-577-1211,37.5790674509537,127.223275030353
충청남도,아산모종점,충남 아산시 모종동 648,041-547-9100,36.779085004969,127.021350191001
전라남도,영암삼호점,전라남도 영암군 삼호읍 신항로 100,064-462-1206,34.7474252580942,126.377696634311
충청북도,청주수곡점,"충청북도 청주시 서원구 구룡산로 245-1, 1층(수곡동)",043-902-0410,36.6165577255866,127.47229967715
부산광역시,부산수영역점,부산광역시 수영구 연수로416번길8,051-715-8434,35.1676760725478,129.113920531035
강원도,고성간성점,강원특별자치도 고성군 간성읍 간성로 36,미등록,38.3792563389763,128.471072697551
부산광역시,부산공항덕두점,부산광역시 강서구 공항로811번길 38,051-946-3690,35.1802808673589,128.955784694833
전라남도,전남구례점,전남 구례읍 중앙로 37,061-782-0537,35.2089854800617,127.467446209019
경기도,오산주공5단지점,경기 오산시 대원로 63,070-4060-8684,37.1465670166187,127.075533311187
충청남도,천안두정고점,충청남도 천안시 서북구 두정로 117 (두정동),070-8666-1664,36.8342021369318,127.129965292531
서울특별시,자양전통시장점,"서울시 광진구 자양로15길 52, 1층 102호",02-2138-1334,37.5354447668165,127.080762573342
경기도,정약용도서관점,경기도 남양주시 다산동 6175 1층 101호,031-566-9396,37.6126096037467,127.166208657428
서울특별시,서여의도점,서울특별시 영등포구 국회대로70길,070-7575-0010,37.5293121614052,126.92025013834
울산광역시,울산매곡점,울산광역시 북구 매곡동 628.참조은빌딩 1층,052-922-3548,35.6418108004084,129.357168033081
전라북도,전주신일강변점,전북 전주시 완산구 효자천변1길 27,063-714-2070,35.8004970633443,127.114189523591
충청북도,충주교통대점,충북 충주시 대소원면 대학로 19-3,미등록,36.9645442180893,127.87072248244
서울특별시,한강성심병원점,"서울 영등포구 영등포동7가 29-105, 1층 일부",02-2676-1057,37.5227965157144,126.909198864921
인천광역시,인천효성유승점,인천 계양구 아나지로 75 효성다섬프라자 1층,032-266-0011,37.525580744462,126.699713136502
서울특별시,강동비즈밸리점,"서울 강동구 고덕비즈밸리로 26, B동 1층 117호",02-6072-0660,37.5652057425559,127.160472742415
전라북도,전주근영점,전북특별자치도 전주시 완산구 백제대로 264,063-222-4833,35.8167621759534,127.123364219307
인천광역시,인천영종센텀베뉴점,인천광역시 중구 중산동 1871-1,070-8680-0731,37.4882543955089,126.5515669266
경기도,연천전곡점,경기 연천군 전곡읍 온골로 49 1층,031-832-2220,38.0252790083826,127.067696626427
인천광역시,인천청라휴먼시아점,인천 서구 청라커낼로233번길 4,032-710-4972,37.5294889325115,126.64424772965
경기도,용현송산역점,경기도 의정부시 용현동 8-8 1층 빽다방,070-8887-1963,37.7376757838318,127.086629877044
충청남도,천안풍세점,충남 천안시 동남구 풍세면 보성리 742,041-415-0199,36.7261550404405,127.104187089496
경기도,용인양지점,경기도 용인시 처인구 양지면 양지로 145 1층,031-333-0046,37.2347419737865,127.284465995862
강원도,강원인제점,강원특별자치도 인제군 인제읍 인제로 203,070-8676-1166,38.0694998983826,128.172713183897
경상남도,사천카이점,경남 사천시 사남면 유천리108번지.삼정그린코아상가143동119호,070-4010-5687,35.0245896,128.1193239
서울특별시,빨래골입구점,"서울시 강북구 삼양로293, 1층 106,107호",070-4793-0240,,
전라남도,전남고흥녹동점,"전라남도 고흥군 도양읍 비봉로154, 1층",070-8703-0220,34.5275813617423,127.134895469763
경기도,부천역곡역북부점,경기도 부천시 역곡동 111-8,070-4006-3345,37.4866856164835,126.813376309867
서울특별시,북가좌점,서울특별시 서대문구 북가좌동 280-12 1층 빽다방,070-4015-7852,37.5817607754191,126.914367031743
서울특별시,서원역점,서울 관악구 신림로 264 1층 101호,미등록,37.4786855423989,126.932644758893
대전광역시,대전교촌점,대전광역시 유성구 교촌동 623-9,070-7777-7759,36.3049993529748,127.317367412504
전라북도,군산지곡점,군산시 옥산면 당북리 431-14 1층,063-467-0724,35.9514512532929,126.715255988061
대구광역시,대구달성공원역점,대구 광역시 중구 수창동 65-14,053-253-1803,35.8759982334947,128.582584652956
제주도,제주노형월랑점,제주 제주시 월랑로10길 9 1층,064-748-0305,33.4897819901941,126.476862974222
경기도,고양일고점,경기도 고양시 덕양구 읍내로 10,070-8657-1793,37.7006989026129,126.901994531347
경상남도,진주혁신아이프라자점,경상남도 진주시 충무공동 328-3 (1층),070-7808-1211,35.1715066023928,128.148279386042
서울특별시,은평DYB점,서울 은평구 가좌로 204,미등록,37.5888635747313,126.919096409582
대전광역시,대전태평유등점,대전광역시 중구 태평동 339-1,미등록,36.3286771813872,127.398742549574
경기도,안산중앙주공점,경기 안산시 단원구 예술대학로 82,070-4162-2665,37.3242971195193,126.837669135956
충청남도,천안신부희망초교점,충청남도 천안시 동남구 단대로 18,070-4012-0814,36.8255977177593,127.154601180033
경기도,오리역점,경기도 성남시 분당구 구미동 185-3,031-719-2088,37.3388760558294,127.109377284729
경기도,판교삼환하이펙스점,"경기 성남시 분당구 판교역로 230, B동 113호",미등록,37.4012832374922,127.110454124973
경상남도,진주충무공점,"경남 진주시 충무공동 22-14, 107호",070-8657-3323,35.177447616545,128.137406569295
인천광역시,인천작전역힐스테이트점,인천 계양구 봉오대로651번길 4,032-710-1089,37.5311767783615,126.72118320566
서울특별시,중랑구청점,서울시 중랑구 신내동 666 신아타운 1층 104호,02-3422-6540,37.6064254939478,127.094729204562
제주도,서귀포중문점,제주특별자치도 서귀포시 천제연로97(색달동),064-738-6578,33.2550775848394,126.416120528309
부산광역시,부산만덕점,"부산광역시 북구 만덕2로44번길 77, 1층 빽다방",051-337-9453,35.2107051916597,129.033466121828
전라북도,전주덕진구청점,전라북도 전주시 덕진구 벚꽃3길 10 (진북동),070-4322-3345,35.8285571556651,127.134041677563
서울특별시,종로숭인대경점,"서울 종로구 난계로 255 (숭인동, 대경빌딩) 1층",02-2233-0099,37.5743351466043,127.022913882969
서울특별시,사당네스코점,서울 관악구 남부순환로 2064,02-583-0005,37.4764021630158,126.978098942823
경기도,기흥역사거리점,경기 용인시 기흥구 기흥로 4,070-8287-2674,37.2764741467688,127.11628333853
충청북도,충주호암신도시점,충청북도 충주시 호암수청1로 51,043-724-2255,36.9572317277067,127.925387029508
대전광역시,대전용운중앙점,대전 동구 용운동 431-1,070-4035-7800,36.3281438625409,127.45539070887
서울특별시,목동우성점,서울 양천구 목동남로 46,070-7604-2179,37.5087557940897,126.864731084897
서울특별시,중계본동점,"서울특별시 노원구 중계로12가길 2, 103호 빽다방",02-936-8365,37.647378099299,127.08213425214
경기도,호원범골역점,"경기도 의정부시 신흥로 130, 1층 (온누리 빌딩)",031-837-0311,37.7275211679007,127.043928947319
전라북도,전주우전점,전북 전주시 완산구 쑥고개로 395 1층,063-904-3277,35.8046767009898,127.108112011271
전라북도,전주교대점,"전라북도 전주시 완산구 전주천서로69, 2층(동서학동)",063-288-2950,35.8101233164323,127.153771497326
경상남도,진주시청점,경상남도 진주시 도동천로 112 (상대동),055-920-2060,35.1809337234729,128.111961224006
서울특별시,전농동전동초교점,서울 동대문구 사가정로 145,070-4420-5111,37.5781094903909,127.060981222248
서울특별시,동대문역사문화공원역점,"서울 중구 을지로43길 13 (을지로6가, 대화빌딩) 1층",0507-1351-1859,37.5668979260337,127.006807513903
경기도,동탄목동점,경기 화성시 동탄순환대로18길 16,031-8055-8113,37.1831222826002,127.124341516733
충청남도,아산배방삼성점,충남 아산시 배방읍 배방로173번길 1 1층 101호,070-8657-0987,36.7704852607958,127.065250761077
서울특별시,금천롯데캐슬점,"서울시 금천구 시흥대로291,310동 지하1층 B16호(독산동, 금천롯데캐슬골드파크3차)",02-6952-3935,37.4599560487863,126.896699156299
서울특별시,종로르메이에르점,서울시 종로구 종로1가24,070-4006-1809,37.5704589394035,126.979850194195
경상북도,칠곡남율점,경북 칠곡군 석적읍 남율리 1315,054-975-0888,36.0685974312426,128.405299376378
인천광역시,인천미추홀구청점,인천 미추홀구 숭의동 173-41  1층,032-888-2891,37.4646850638149,126.650339284221
경상남도,거제사등점,경남 거제시 사등면 사등리 1949,055-635-6688,34.9101596658597,128.543541482186
서울특별시,왕십리텐즈힐점,서울 성동구 마장로 137(텐즈힐몰 1층 111호),070-4012-3878,37.5678250213489,127.025053595952
경기도,남양주오남한신점,경기 남양주시 오남읍 진건오남로 545-5,070-402-7211,37.6820338652176,127.209866551691
경기도,빽다방 빵연구소 화정DT점,경기도 고양시 덕양구 충장로 285 (화정동10474),070-4035-2596~7,37.6378210009967,126.837744815692
대전광역시,대전목상점,대전광역시 대덕구 목상동 185-1 상가 1층,042-710-3636,36.4482779787907,127.413198955857
경기도,빽다방 빵연구소 평택청북점,경기도 평택시 청북읍 옥길리 1156-3,070-4110-0116,37.020334839802,126.916655814164
경기도,분당정자엠코점,"경기도 성남시 분당구 정자일로 146, A108호",031-719-8954,37.3630091848763,127.106533316945
충청북도,오송2산단파라곤점,"충청북도 청주시 흥덕구 오송읍 오송생명7로 146, 103호",043-715-1008,36.6203417599608,127.316046756573
전라북도,완주고산점,전북 완주군 고산면 고산로 81 1층,070-4006-0879,35.975260358977,127.205939000241
서울특별시,군자역점,서울특별시 광진구 능동로35길 7,02-498-6301,37.556610103508,127.078532547122
경기도,부천소새울역점,"경기 부천시 소사로 119 ,1층",070-4035-3250,37.4691092494154,126.796487544045
부산광역시,부산용호현대비치점,부산 남구 용호로42번길 14. 1층 110호,0507-1374-2068,35.12695487974,129.108422424688
서울특별시,합정역사거리점,서울 마포구 독막로 2길 10 (합정동 373-3),0507-1490-7847,37.5482033502893,126.914599169581
부산광역시,부산수영구청점,"부산시 수영구 광남로 31, 1층",051-912-4567,35.1456738154012,129.110732675513
서울특별시,사당방배점,"서울 서초구 동작대로 68, 1층",02-6954-0918,37.4825822650678,126.982342216088
서울특별시,용산한강로3가점,"서울시 용산구 한강대로 15길 9, 1층 102호",02-6013-8624,37.5257428034399,126.963886338534
경기도,시흥장현점,경기도 시흥시 황고개로 526 중앙프라자 제 1층 (101호),010-5946-8409,37.3776119855081,126.789208190438
대전광역시,대전대덕밸리점,대전시 유성구 테크노중앙로 155,042-710-9595,36.4227420586813,127.40082307928
경상남도,진영중흥S클래스점,경남 김해시 진영읍 진영리 1634-6,070-4066-2551,35.3112227064263,128.735722197621
인천광역시,인천불로점,인천 서구 검단로768번길 4 방주프라자 103호,070-4077-1349,37.613385400018,126.685863030781
경기도,의정부세무서점,"경기도 의정부시 둔야로49번길 49, 1층(의정부동, 담소리빌딩)",070-4070-5280,37.7401850623578,127.036709976516
경기도,시흥배곧도서관점,경기도 시흥시 배곧4로 99 (배곧동),070-4070-0174,37.3740666725143,126.734258152593
서울특별시,신림역2호점,서울 관악구 신림로 324 1층,미등록,37.483194358507,126.929988336981
경상남도,진해우림필유점,경상남도 창원시 진해구 해원로 43 (석동),055-715-1040,35.1557877989921,128.697267745776
대전광역시,대전가온비즈타워점,대전 대덕구 대화로 120 R116호,042-345-2227,36.366634473203,127.407267949876
대구광역시,대구상매혁신산단점,대구 동구 이노밸리로 3 (상매동) 1층,053-268-9948,35.8877759527658,128.705425592738
제주도,제주도청점,제주시 신대로 7길 7,070-8900-3535,33.4920033784653,126.497595306789
인천광역시,인천경인교대역점,"인천 계양구 계산동 968-38, 1층 빽다방",미등록,37.5376716534778,126.723264561277
경기도,안산제1종합시장점,"경기도 안산시 단원구 선이로 6, 101호 빽다방 (선부동, 일신건영휴먼빌아파트상가)",070-7798-1279,37.3418078565658,126.804222232642
대전광역시,대전중리가구거리점,대전광역시 대덕구 한밭대로 1157,042-624-0600,36.3592630803256,127.427060929002
제주도,제주월정리점,제주특별자치도 제주시 구좌읍 월정리 545,미등록,33.5558750548109,126.795363115193
경기도,안산시그니처타워점,경기도 안산시 상록구 사동 1639-20 그랑시티 시그니처타워 1층 (112호),070-4006-8668,37.2800935561064,126.832156241054
충청남도,천안공주대점,충남 천안시 서북구 공대길 23 (부대동),070-8716-2525,36.8494185672275,127.152775314654
경기도,화성정남발산점,경기 화성시 정남면 만년로 442-18 1층,미등록,37.1617874455472,126.982730658276
서울특별시,일원영희초교점,"서울 강남구 일원로 3길20, 1층 빽다방",﻿02-451-1103,37.4915416434134,127.082199525416
충청남도,아산신창점,충남 아산시 신창면 남성길 134,041-545-3206,36.7908840061374,126.955716574904
서울특별시,약수시장점,서울특별시 중구 다산로8길 17,02-6104-6227,37.5528825555945,127.010521819262
대구광역시,대구파티마삼거리점,"대구광역시 동구 동대구로 590 302동 지하1층, 102호(신암동, 동대구역화성파크드림오피스텔)",070-4048-6962,35.8818481221842,128.626335709061
전라북도,익산시청점,전북 익산시 인북로 234,070-4048-1112,35.9493021290667,126.957623784397
서울특별시,양평구산드림타워점,"서울 영등포구 선유로47길 15 (양평동4가, 구산드림타워) 105호",02-2636-4246,37.5354055418114,126.895022711683
경상남도,거제한화오션남문점,경상남도 거제시 거제대로3437,010-6606-1102,34.8668357184742,128.69442903494
경기도,화성봉담2지구점,경기 화성시 봉담읍 상리중심상가길 28-9,031-292-1229,37.2266642442231,126.945354287701
서울특별시,종암동아이파크2차점,"서울특별시 성북구 종암동 131-2, 1층",02-2289-8885,37.5976652912179,127.03310808658
서울특별시,상계백병원점,서울 노원구 동일로 1354,070-4333-4229,37.6495558747738,127.062241988995
대구광역시,서대구영무예다음점,"대구광역시 서구 당산로 446, 363동 103호(평리동 633-29번지 외)",0507-1498-9887,35.8762257032913,128.547271572139
대전광역시,대전둔곡점,대전 유성구 구룡동 770-10 번지,070-4334-7767,36.4513428350346,127.362643268535
경상남도,양산북정점,"경상남도 양산시 북정동 891-12,1층",070-4012-4009,35.358043045432,129.044700095812
경기도,용인백암점,경기도 용인시 처인구 백암면 백암로 217,070-4333-1236,37.1655209677566,127.373668092116
세종특별자치시,세종집현점,"세종시 집현동 1128,1층",0507-1338-0726,36.4919691885718,127.325610035583
경기도,수원율전점,경기 수원시 장안구 서부로 2157 1층,031-895-5808,37.3010185429166,126.972438616023
대전광역시,대전대동점,대전 동구 동대전로46번길 7 106호,0507-1339-6636,36.3281685111515,127.440224709781
서울특별시,월계그랑빌점,서울 노원구 월계동 18 1층 110호,미등록,37.6179959729426,127.068427292503
인천광역시,인천간석북부역점,인천 남동구 석정로 518 엠타워 1층 104호,0507-1315-9084,37.4655067884563,126.693226276277
서울특별시,월계롯데캐슬루나점,서울 노원구 월계로 45길 21,070-4333-8234,37.6256184658306,127.051276377642
경기도,파주적성점,"경기도 파주시 적성면 청송로1026, 1층 일부",미등록,37.9543788670334,126.919124763067
경상남도,진주교대점,경상남도 진주시 신안동 433. 1층,070-4333-8484,35.1825362673341,128.066921195403
서울특별시,여의도역점,서울특별시 영등포구 여의나루로 42,02-785-1117,37.521470230225,126.924971147893
강원도,강릉중앙시장점,강원도 성남동 60-20,033-823-2773,37.7538184701776,128.897952502559
강원도,강릉옥천점,강릉시 옥천동 287,070-4911-7333,37.7593166383372,128.900435557495
경상북도,구미4공단점,경상북도 구미시 산동면 봉산리 577-2 1층,054-475-5956,36.1404916531912,128.438253324227
전라남도,순천한국병원점,순천시 덕연로 66 1층,070-4048-6667,34.9484814118213,127.513322055349
인천광역시,인천화전초교점,"인천광역시 계양구 주부토로 374, 1층 (102호)",070-4048-4550,37.5278287490686,126.730139826775
서울특별시,대학로점,서울특별시 종로구 대학로 89(연건동) 1층,070-4764-1803,37.5792304768008,127.001809991044
서울특별시,중화동제일시장점,서울 중랑구 묵동 250-38,070-4035-8113,37.605505458483,127.077214061012
경상남도,김해삼계중앙점,경남 김해시 해반천로 144번길 12,미등록,35.2609551749382,128.868635294138
대전광역시,대전학하오투그란데점,"대전광역시 유성구 학하서로20번길14, 101호",070-4048-5220,36.3418311857172,127.303690639343
경상남도,김해부원점,김해시 부원동 612-14. 1층,055-904-2890,35.2287823261309,128.883740601899
충청남도,당진터미널점,충청남도 당진시 밤절로 136,070-4070-6500,36.9015027989862,126.645225106952
대구광역시,동대구신천테라스점,대구 동구 신천동 331-1,054-745-4456,35.8755061852727,128.628171462816
경기도,빽다방 빵연구소 수원영통점,경기 수원시 영통구 중부대로447번길 9,031-222-1227,37.2695816444967,127.063958030383
전라남도,남악도청사거리점,전남 무안군 남악리 2024,061-281-1112,34.8156133735177,126.459338140452
광주광역시,광주매곡점,광주광역시 북구 서하로 123,070-4006-1125,35.18757129683,126.893883116126
서울특별시,신도림큐브스테이트점,서울 구로구 경인로 611-7 102호,070-7869-8869,37.5064160124939,126.883812092851
서울특별시,종로평창동점,"서울 종로구 평창문화로 75 (평창동, 글로리아타운) A동 112호",0507-1380-5031,37.606862635259,126.96900620111
경기도,시흥거북섬점,경기도 시흥시 거북섬남로 47,031-433-1867,37.3225643237657,126.687388434561
서울특별시,마들역점,"서울 노원구 동일로 1554 (상계동, 다래빌딩) 1층",070-4212-0553,37.6672044559933,127.057507999977
충청남도,천안순천향병원점,충청남도 천안시 동남구 순천향4길 40 (봉명동),041-578-5800,36.8020307762122,127.13565293946
강원도,춘천강북점,"강원도 춘천시 충열로 1, 1층",033-251-8886,37.9011232650997,127.729468689502
경기도,평택용죽점,경기도 평택시 용죽3로 20,070-8657-2129,36.9937354523319,127.1255536551
충청북도,청주탑동점,충북 청주시 상당구 용담로 50,070-4035-8300,36.6291143598737,127.497322213772
경기도,갈매금강펜테리움점,경기 구리시 갈매순환로166번길 46 금강펜테리움타워 M-142호,031-869-2454,37.6355646412893,127.125223654016
전라남도,전남진도점,전남 진도군 진도읍 남동리 780-1,0507-1464-8904,34.477638146056,126.264149273354
대전광역시,대전새여울초점,대전 대덕구 석봉동 501-3,070-4047-4400,36.45226246531,127.424241901836
전라북도,전주평화모악로점,전라북도 전주시 완산구 모악로4655 1층 빽다방,063-715-2550,35.7853533330599,127.128954141211
인천광역시,청라국제업무단지점,인천 서구 청라한내로100번길 24 1층 132호,미등록,37.5338281907037,126.630217094259
세종특별자치시,세종용포대평시장점,세종시 금남면 용포리 193-30,070-7711-2727,36.4662434599279,127.281627662022
경기도,시흥대야역점,경기 시흥시 대야동 650-1,031-509-0514,37.4510763726366,126.794740475832
